Name,RAS,Height,Weight,40,10,Vert,Broad,Shuttle
Jermichael Finley-2007,5.34,76.5,243,4.82,1.66,27.5,117,4.38
Clark Harris-2004,6.68,77.5,261,4.83,1.7,32,112,
Trent Smith-2001,4.76,77.125,243,4.84,1.76,35.5,118,4.37
Marcedes Lewis-2005,7.55,78.375,261,4.84,1.67,37,118,4.84
James Newson-2003,0.88,72.75,213,4.85,1.71,31.5,116,
James Newson-2002,0.88,72.75,213,4.85,1.71,31.5,116,
James Newson-2001,0.88,72.75,213,4.85,1.71,31.5,116,
Davon Drew-2008,2.97,75.75,256,4.85,1.73,29.5,113,4.56
Zach Miller-2004,6.04,76.375,256,4.86,1.68,34,115,4.42
Charles Frederick-2003,0.32,70.75,194,4.86,1.65,33,108,4.35
Charles Frederick-2002,0.32,70.75,194,4.86,1.65,33,108,4.35
Jonny Harline-2006,1.88,75.75,248,4.86,1.7,28.5,106,4.68
Jonny Harline-2005,1.88,75.75,248,4.86,1.7,28.5,106,4.68
Scott Chandler-2006,4.79,79,270,4.87,1.73,30,111,4.32
Scott Chandler-2005,4.79,79,270,4.87,1.73,30,111,4.32
John Carlson-2006,5.92,77.125,251,4.88,1.67,30.5,113,4.28
Chris Cooley-2003,7.61,75.5,265,4.89,1.65,33,115,4.19
Derek Smith-2000,2.94,76,271,4.9,1.72,28.5,112,4.38
Joe Newton-2004,3.96,79.125,257,4.92,1.69,31,109,4.57
Tim Euhus-2003,7.93,77,260,4.94,1.71,34.5,115,4.13
Brian Natkin-2000,0.5,74.125,251,4.95,1.76,27,98,4.59
Tim Stratton-2000,0.85,76,251,4.99,1.71,27,101,
Bear Pascoe-2007,0.55,77.125,251,5.04,1.8,26.5,107,4.55
